date;name;Day;Venue;Min;Gls;Ast;PK;PKatt;Sh;SoT;CrdY;CrdR;Touches;Press;Tkl;Int;Blocks;xG;npxG;xA;SCA;GCA;Cmp;PAtt;Cmp%;ProgP;Carries;ProgC;Succ;AttD;Rating;MOTM
12/15/21;Nathan Redmond;Wed;Away;90;0;0;0;0;0;0;0;0;41;19;0;0;1;0;0;0;1;0;18;31;58,1;4;25;4;0;1;6,5;0
12/26/21;Nathan Redmond;Sun;Away;90;0;0;0;0;2;2;0;0;55;6;2;4;0;0;0;0,2;2;0;35;43;81,4;4;39;7;0;0;7,4;0
12/28/21;Nathan Redmond;Tue;Home;8;0;0;0;0;0;0;0;0;3;3;0;1;0;0;0;0;0;0;1;3;33,3;1;4;0;1;1;0;0
01/11/2022;Nathan Redmond;Tue;Home;64;0;0;0;0;0;0;0;0;32;14;1;0;0;0;0;0,3;1;0;20;27;74,1;4;23;2;0;1;6,3;0
01/15/22;Nathan Redmond;Sat;Away;90;0;0;0;0;0;0;0;0;35;16;0;0;2;0;0;0,1;4;1;22;31;71;4;26;6;1;1;7,1;0
01/22/22;Nathan Redmond;Sat;Home;45;0;1;0;0;0;0;0;0;17;13;0;0;0;0;0;0;1;1;6;13;46,2;1;14;1;1;2;6,9;0
03/13/22;Nathan Redmond;Sun;Home;17;0;0;0;0;1;1;0;0;11;2;0;0;0;0;0;0,1;1;0;9;10;90;1;5;2;0;0;6,3;0
08/14/21;Moussa Djenepo;Sat;Away;90;0;0;0;0;0;0;0;0;53;26;5;2;2;0;0;0;0;0;17;28;60,7;3;36;6;5;10;6,9;0
08/22/21;Moussa Djenepo;Sun;Home;69;0;0;0;0;1;0;1;0;30;17;1;5;1;0;0;0;3;0;10;17;58,8;3;21;3;2;3;6,1;0
08/28/21;Moussa Djenepo;Sat;Away;57;0;0;0;0;3;0;1;0;34;7;0;0;1;1,3;1,3;0;3;0;22;24;91,7;1;27;3;2;3;6,7;0
09/11/2021;Moussa Djenepo;Sat;Home;90;0;0;0;0;2;0;0;0;46;22;1;0;1;0,1;0,1;0,1;2;0;22;32;68,8;8;35;6;0;1;6,6;0
09/26/21;Moussa Djenepo;Sun;Home;27;0;0;0;0;1;0;0;0;21;1;1;2;0;0;0;0;2;0;10;13;76,9;1;17;6;1;2;6,5;0
10/02/2021;Moussa Djenepo;Sat;Away;18;0;0;0;0;0;0;1;0;11;8;3;0;0;0;0;0;0;0;2;3;66,7;1;10;1;2;3;6,5;0
10/16/21;Moussa Djenepo;Sat;Home;58;0;0;0;0;2;1;0;0;29;11;2;0;2;0,1;0,1;0,1;4;1;14;15;93,3;2;17;2;0;3;7;0
12/15/21;Moussa Djenepo;Wed;Away;21;0;0;0;0;1;0;0;0;11;8;0;0;2;0;0;0;2;0;3;4;75;1;9;1;1;1;6;0
02/19/22;Moussa Djenepo;Sat;Home;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
02/25/22;Moussa Djenepo;Fri;Home;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;0;1;0;0;0;0;0
03/10/2022;Moussa Djenepo;Thu;Home;6;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;5;7;71,4;2;6;3;0;0;0;0
08/28/21;Mohamed Elyounoussi;Sat;Away;90;1;0;0;0;3;3;0;0;52;17;1;0;0;1;1;0,1;4;1;32;42;76,2;3;39;8;1;2;8,2;0
09/11/2021;Mohamed Elyounoussi;Sat;Home;90;0;0;0;0;2;1;0;0;30;28;0;0;1;0,1;0,1;0;4;0;14;17;82,4;4;19;5;0;0;5,8;0
09/18/21;Mohamed Elyounoussi;Sat;Away;90;0;0;0;0;3;1;0;0;36;15;4;3;2;0,1;0,1;0,1;1;0;11;18;61,1;3;25;8;0;0;7;0
09/26/21;Mohamed Elyounoussi;Sun;Home;90;0;0;0;0;4;1;0;0;48;18;2;1;2;0,1;0,1;0;1;0;17;29;58,6;1;34;7;0;1;6,2;0
10/02/2021;Mohamed Elyounoussi;Sat;Away;4;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
10/16/21;Mohamed Elyounoussi;Sat;Home;89;0;0;0;0;3;0;0;0;47;24;3;0;1;1;1;0;3;0;21;32;65,6;1;27;5;1;2;6,5;0
10/23/21;Mohamed Elyounoussi;Sat;Home;90;0;0;0;0;1;0;1;0;43;11;2;0;2;0;0;0;3;0;24;33;72,7;3;25;9;2;2;7;0
10/30/21;Mohamed Elyounoussi;Sat;Away;69;0;0;0;0;1;0;0;0;28;12;3;0;1;0;0;0,2;1;0;12;20;60;1;25;1;1;1;7;0
11/05/2021;Mohamed Elyounoussi;Fri;Home;75;0;0;0;0;1;0;0;0;42;13;0;2;1;0,1;0,1;0;0;0;17;26;65,4;2;30;5;0;3;6,1;0
11/20/21;Mohamed Elyounoussi;Sat;Away;56;0;0;0;0;4;0;0;0;30;8;3;0;0;0,2;0,2;0,2;3;0;15;20;75;2;20;3;0;1;6,6;0
12/01/2021;Mohamed Elyounoussi;Wed;Home;18;0;0;0;0;1;0;0;0;9;2;0;0;0;0,1;0,1;0;0;0;3;7;42,9;0;6;2;1;1;6,4;0
12/04/2021;Mohamed Elyounoussi;Sat;Home;7;0;0;0;0;0;0;1;0;3;2;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0
12/11/2021;Mohamed Elyounoussi;Sat;Away;48;0;0;0;0;0;0;0;0;22;21;1;1;2;0;0;0,1;1;0;9;11;81,8;2;11;0;0;1;6,4;0
12/26/21;Mohamed Elyounoussi;Sun;Away;90;1;0;0;0;2;2;0;0;37;23;1;1;2;0,2;0,2;0;2;1;23;26;88,5;2;23;1;1;1;8,2;0
01/22/22;Mohamed Elyounoussi;Sat;Home;45;0;0;0;0;0;0;1;0;12;10;1;1;2;0;0;0;0;0;2;5;40;0;5;0;0;2;5,8;0
02/09/2022;Mohamed Elyounoussi;Wed;Away;89;1;0;0;0;2;2;0;0;44;22;0;1;4;0,4;0,4;0,6;6;0;27;33;81,8;3;38;6;3;3;8,3;0
02/12/2022;Mohamed Elyounoussi;Sat;Away;70;0;1;0;0;0;0;0;0;37;16;1;1;2;0;0;0,4;6;1;23;27;85,2;4;29;7;1;1;7,8;0
02/19/22;Mohamed Elyounoussi;Sat;Home;90;0;0;0;0;3;2;0;0;49;26;3;0;1;0,4;0,4;0,1;2;0;20;29;69;0;32;4;2;5;7,7;0
02/25/22;Mohamed Elyounoussi;Fri;Home;90;0;0;0;0;3;2;0;0;60;11;2;1;3;0,4;0,4;0,2;1;0;33;47;70,2;2;43;7;1;2;6,8;0
03/05/2022;Mohamed Elyounoussi;Sat;Away;45;0;0;0;0;0;0;0;0;26;14;3;0;2;0;0;0;0;0;12;14;85,7;1;16;3;0;0;6;0
03/10/2022;Mohamed Elyounoussi;Thu;Home;84;0;0;0;0;3;0;0;0;42;23;1;1;3;0,1;0,1;0,1;2;1;22;32;68,8;2;25;6;0;1;6,3;0
03/13/22;Mohamed Elyounoussi;Sun;Home;90;1;0;0;0;2;1;0;0;50;29;5;0;2;0,4;0,4;0;1;0;15;27;55,6;0;29;6;1;3;8,1;0
04/02/2022;Mohamed Elyounoussi;Sat;Away;90;0;0;0;0;2;1;1;0;44;13;1;1;1;0,9;0,9;0;2;0;20;33;60,6;4;26;2;1;2;7,1;0
08/14/21;Theo Walcott;Sat;Away;79;0;0;0;0;0;0;0;0;23;10;1;0;0;0;0;0;0;0;12;20;60;1;12;4;0;0;6;0
08/22/21;Theo Walcott;Sun;Home;45;0;0;0;0;0;0;0;0;10;18;3;1;0;0;0;0;0;0;2;3;66,7;0;9;1;1;2;6,5;0
10/02/2021;Theo Walcott;Sat;Away;45;0;0;0;0;2;0;0;0;17;10;0;0;2;0,4;0,4;0;2;0;9;10;90;0;8;0;0;0;6,5;0
10/16/21;Theo Walcott;Sat;Home;10;0;0;0;0;0;0;0;0;7;11;0;0;2;0;0;0;0;0;3;4;75;0;3;0;0;0;0;0
10/23/21;Theo Walcott;Sat;Home;73;0;0;0;0;2;0;0;0;21;6;0;1;0;0,1;0,1;0;1;1;11;17;64,7;1;14;2;0;0;6,3;0
11/20/21;Theo Walcott;Sat;Away;29;0;0;0;0;1;0;0;0;13;3;0;0;0;0,2;0,2;0;0;0;7;10;70;1;11;0;0;0;6,1;0
12/15/21;Theo Walcott;Wed;Away;9;0;0;0;0;0;0;0;0;4;3;0;1;0;0;0;0;0;0;1;1;100;0;2;0;0;0;0;0
12/26/21;Theo Walcott;Sun;Away;88;0;0;0;0;1;0;0;0;33;16;1;4;1;0;0;0;1;0;15;19;78,9;0;19;1;0;0;6,8;0
02/09/2022;Theo Walcott;Wed;Away;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;1;2;50;0;0;0;0;0;0;0
08/14/21;Nathan Tella;Sat;Away;11;0;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0;0;0;2;4;50;0;7;0;0;1;6;0
10/02/2021;Nathan Tella;Sat;Away;72;0;0;0;0;0;0;0;0;33;32;2;1;1;0;0;0;1;0;9;18;50;0;25;5;0;4;5,6;0
10/16/21;Nathan Tella;Sat;Home;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
11/27/21;Nathan Tella;Sat;Away;45;0;0;0;0;0;0;0;0;22;32;1;2;3;0;0;0,5;2;0;6;8;75;1;12;2;0;2;6,6;0
12/01/2021;Nathan Tella;Wed;Home;64;0;0;0;0;3;1;0;0;30;17;2;0;1;0,2;0,2;0,1;1;0;11;18;61,1;1;19;2;0;4;6,7;0
12/04/2021;Nathan Tella;Sat;Home;83;0;0;0;0;1;0;1;0;41;26;2;0;2;0;0;0;3;0;10;21;47,6;1;31;4;2;3;6,4;0
12/11/2021;Nathan Tella;Sat;Away;90;0;0;0;0;3;3;0;0;31;20;0;3;2;0,2;0,2;0,1;4;0;12;13;92,3;1;22;5;1;1;6,4;0
12/15/21;Nathan Tella;Wed;Away;81;0;0;0;0;2;0;0;0;27;26;0;0;0;0,1;0,1;0;0;0;11;16;68,8;0;21;2;4;5;6,4;0
01/11/2022;Nathan Tella;Tue;Home;69;0;0;0;0;1;0;0;0;31;16;0;2;2;0;0;0;0;0;13;22;59,1;3;22;2;2;3;7,2;0
01/15/22;Nathan Tella;Sat;Away;70;0;0;0;0;0;0;0;0;33;21;1;5;3;0;0;0;1;0;9;16;56,3;1;23;3;2;4;6;0
04/02/2022;Nathan Tella;Sat;Away;4;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;2;3;66,7;0;2;0;0;0;0;0
08/14/21;Che Adams;Sat;Away;90;0;1;0;0;0;0;0;0;37;13;3;0;0;0;0;0,4;4;2;12;21;57,1;2;20;0;1;2;7;0
08/22/21;Che Adams;Sun;Home;90;0;0;0;0;2;0;0;0;37;30;1;1;1;0,3;0,3;0,4;4;0;12;22;54,5;1;18;2;0;0;6,7;0
08/28/21;Che Adams;Sat;Away;70;0;0;0;0;2;1;0;0;25;8;2;0;1;0,1;0,1;0,1;2;0;10;13;76,9;0;19;1;0;1;6,4;0
09/18/21;Che Adams;Sat;Away;67;0;0;0;0;1;0;0;0;20;5;1;0;1;0,1;0,1;0;1;0;8;12;66,7;1;14;2;0;0;6;0
09/26/21;Che Adams;Sun;Home;63;0;0;0;0;2;2;0;0;20;14;0;0;2;0,2;0,2;0,1;2;0;12;13;92,3;0;13;2;0;1;6,2;0
10/23/21;Che Adams;Sat;Home;12;0;0;0;0;1;0;0;0;8;2;0;0;1;0;0;0;0;0;6;6;100;0;4;0;0;0;6,3;0
10/30/21;Che Adams;Sat;Away;90;1;0;0;0;2;1;0;0;33;14;0;0;3;0,7;0,7;0,1;1;0;14;23;60,9;1;21;1;1;2;7,7;1
11/05/2021;Che Adams;Fri;Home;90;0;0;0;0;2;1;0;0;37;6;0;4;3;0,1;0,1;0,1;1;0;16;19;84,2;2;25;2;1;2;7,6;0
11/20/21;Che Adams;Sat;Away;61;1;0;0;0;2;2;0;0;21;1;0;0;1;0,3;0,3;0,1;1;0;4;11;36,4;1;15;4;0;1;7,7;0
11/27/21;Che Adams;Sat;Away;45;0;0;0;0;0;0;0;0;21;9;0;0;1;0;0;0;1;0;11;14;78,6;2;13;1;0;0;6;0
12/01/2021;Che Adams;Wed;Home;90;1;0;0;0;4;3;0;0;29;14;1;0;0;0,5;0,5;0;1;0;6;17;35,3;2;15;0;1;1;7,8;0
12/04/2021;Che Adams;Sat;Home;90;0;0;0;0;3;1;0;0;33;23;0;1;1;0,2;0,2;0,1;2;0;15;18;83,3;4;21;1;0;2;7,1;0
12/26/21;Che Adams;Sun;Away;10;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;4;6;66,7;0;3;0;0;0;0;0
01/11/2022;Che Adams;Tue;Home;26;1;0;0;0;1;1;0;0;9;4;0;1;0;0,3;0,3;0;0;0;5;7;71,4;0;7;1;0;0;7,2;0
01/15/22;Che Adams;Sat;Away;45;0;0;0;0;1;1;0;0;15;2;0;0;1;0,1;0,1;0;1;0;6;9;66,7;0;6;0;0;0;5,8;0
01/22/22;Che Adams;Sat;Home;90;0;0;0;0;0;0;0;0;36;24;1;1;0;0;0;0;1;0;17;22;77,3;0;21;0;1;1;6;0
02/09/2022;Che Adams;Wed;Away;87;1;0;0;0;3;2;0;0;20;14;0;0;0;0,7;0,7;0;2;0;7;10;70;0;12;1;0;0;7,6;0
02/12/2022;Che Adams;Sat;Away;90;1;0;0;0;3;1;0;0;26;22;0;1;1;0,1;0,1;0;0;0;11;17;64,7;1;22;3;0;0;7,5;0
02/19/22;Che Adams;Sat;Home;89;0;1;0;0;2;1;0;0;42;15;2;0;0;0,4;0,4;0,2;4;1;17;25;68;5;31;5;2;4;8,3;0
02/25/22;Che Adams;Fri;Home;82;1;0;0;0;4;1;0;0;26;6;0;0;1;1,1;1,1;0,1;6;0;11;16;68,8;1;16;1;0;0;7,2;0
03/05/2022;Che Adams;Sat;Away;90;0;0;0;0;2;1;0;0;29;10;1;0;0;0,3;0,3;0;1;0;11;14;78,6;0;19;1;1;3;6,4;0
03/10/2022;Che Adams;Thu;Home;90;0;0;0;0;2;0;0;0;32;6;0;0;1;0,1;0,1;0,2;1;0;18;25;72;1;22;5;1;2;6,9;0
03/13/22;Che Adams;Sun;Home;90;0;1;0;0;1;1;0;0;32;16;0;0;0;0,1;0,1;0,3;5;1;14;24;58,3;2;19;3;1;1;6,9;0
04/02/2022;Che Adams;Sat;Away;86;0;0;0;0;2;1;0;0;46;11;2;0;3;0,3;0,3;0,3;4;0;19;28;67,9;1;27;2;0;4;7;0
08/14/21;Adam Armstrong;Sat;Away;90;1;0;0;0;3;2;0;0;18;20;1;0;1;0,5;0,5;0;0;0;5;8;62,5;1;11;5;0;2;6,8;0
08/22/21;Adam Armstrong;Sun;Home;90;0;0;0;0;2;1;0;0;26;28;2;0;0;0,4;0,4;0;2;0;11;19;57,9;1;19;2;0;2;6,4;0
08/28/21;Adam Armstrong;Sat;Away;90;0;0;0;0;5;0;0;0;43;8;1;0;0;0,3;0,3;0,4;3;1;23;30;76,7;3;35;6;2;4;7,2;0
09/11/2021;Adam Armstrong;Sat;Home;73;0;0;0;0;2;1;0;0;20;18;0;0;0;0,1;0,1;0,1;1;0;12;16;75;1;16;3;1;1;6,6;0
09/18/21;Adam Armstrong;Sat;Away;90;0;0;0;0;4;1;0;0;28;6;0;0;1;0,2;0,2;0;2;0;12;16;75;0;22;3;2;3;6,3;0
09/26/21;Adam Armstrong;Sun;Home;90;0;0;0;0;3;1;0;0;23;6;0;0;1;0,3;0,3;0,1;4;0;10;16;62,5;3;21;6;1;3;6,4;0
10/02/2021;Adam Armstrong;Sat;Away;90;0;0;0;0;2;1;0;0;26;31;0;1;0;0,1;0,1;0;0;0;9;13;69,2;1;17;4;2;4;6,5;0
10/23/21;Adam Armstrong;Sat;Home;2;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;2;2;100;0;3;1;0;0;0;0
10/30/21;Adam Armstrong;Sat;Away;90;0;1;0;0;6;0;0;0;30;7;0;0;1;0,9;0,9;0,7;3;1;12;21;57,1;5;22;4;2;3;7,7;0
11/05/2021;Adam Armstrong;Fri;Home;80;1;0;0;0;2;1;0;0;31;7;3;1;0;0,1;0,1;0;1;0;13;17;76,5;1;23;2;2;2;7,8;0
11/20/21;Adam Armstrong;Sat;Away;90;0;1;0;0;4;1;0;0;37;3;0;1;0;0,2;0,2;0,2;3;1;18;23;78,3;2;26;7;1;2;7,4;0
11/27/21;Adam Armstrong;Sat;Away;90;0;0;0;0;4;2;0;0;30;17;1;1;0;0,7;0,7;0;3;0;14;20;70;1;12;2;0;0;6,2;0
12/01/2021;Adam Armstrong;Wed;Home;72;0;0;0;0;1;1;0;0;27;6;0;0;1;0;0;0,2;3;0;10;18;55,6;1;15;7;0;0;7,3;0
12/04/2021;Adam Armstrong;Sat;Home;10;0;0;0;0;0;0;0;0;3;2;0;0;1;0;0;0;0;0;0;1;0;0;2;1;0;1;0;0
12/11/2021;Adam Armstrong;Sat;Away;42;0;0;0;0;2;1;0;0;11;6;0;0;0;0,1;0,1;0;1;0;4;7;57,1;0;7;1;1;1;5,9;0
12/28/21;Adam Armstrong;Tue;Home;82;0;0;0;0;2;0;1;0;26;21;1;3;1;0,2;0,2;0;0;0;14;17;82,4;0;14;0;0;1;6,5;0
01/11/2022;Adam Armstrong;Tue;Home;13;0;0;0;0;1;1;0;0;12;4;0;1;0;0;0;0;0;0;7;8;87,5;0;9;0;0;0;6,4;0
01/15/22;Adam Armstrong;Sat;Away;13;0;0;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;0;4;7;57,1;0;7;2;0;0;5,8;0
02/19/22;Adam Armstrong;Sat;Home;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0
03/10/2022;Adam Armstrong;Thu;Home;18;0;0;0;0;1;0;0;0;16;3;0;0;1;0;0;0;0;0;8;11;72,7;0;14;2;0;0;6;0
08/28/21;Armando Broja;Sat;Away;20;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;5;5;100;0;3;0;0;0;6;0
09/11/2021;Armando Broja;Sat;Home;17;0;0;0;0;2;0;0;0;5;6;0;0;0;0,4;0,4;0;0;0;0;1;0;0;4;1;1;1;6,7;0
09/18/21;Armando Broja;Sat;Away;23;0;0;0;0;1;0;0;0;7;1;0;0;0;0,1;0,1;0;0;0;1;3;33,3;0;5;1;0;0;6;0
09/26/21;Armando Broja;Sun;Home;27;0;0;0;0;0;0;0;0;9;7;2;1;0;0;0;0;0;0;5;6;83,3;0;6;0;0;0;5,9;0
10/16/21;Armando Broja;Sat;Home;80;1;0;0;0;5;2;0;0;34;27;2;1;1;0,9;0,9;0;2;0;11;18;61,1;0;19;3;1;5;8,2;0
10/23/21;Armando Broja;Sat;Home;78;1;0;0;0;2;1;0;0;21;8;0;0;1;0,2;0,2;0,8;2;0;10;14;71,4;0;7;3;0;1;7,3;0
11/05/2021;Armando Broja;Fri;Home;10;0;0;0;0;0;0;0;0;5;4;1;0;0;0;0;0;0;0;1;2;50;0;4;1;0;0;0;0
11/20/21;Armando Broja;Sat;Away;34;0;0;0;0;0;0;0;0;5;3;0;0;2;0;0;0;0;0;0;1;0;0;1;1;0;0;6,3;0
11/27/21;Armando Broja;Sat;Away;90;0;0;0;0;1;1;0;0;34;26;0;1;1;0,2;0,2;0;2;0;11;22;50;3;18;5;2;4;6,5;0
12/01/2021;Armando Broja;Wed;Home;26;0;0;0;0;0;0;0;0;12;5;0;0;0;0;0;0;1;0;6;7;85,7;2;7;1;1;1;5,3;0
12/04/2021;Armando Broja;Sat;Home;80;1;0;0;0;4;3;0;0;35;21;0;1;2;0,7;0,7;0;2;1;10;15;66,7;1;23;3;2;4;7,4;0
12/11/2021;Armando Broja;Sat;Away;69;0;0;0;0;0;0;0;0;23;14;0;0;1;0;0;0;0;0;10;18;55,6;1;11;1;0;1;5,8;0
12/15/21;Armando Broja;Wed;Away;69;1;0;0;0;2;2;0;0;30;14;3;0;0;0,1;0,1;0,1;3;1;6;15;40;1;20;3;1;1;7,8;0
12/26/21;Armando Broja;Sun;Away;80;0;0;0;0;1;0;1;0;34;14;0;1;0;0;0;0;2;1;9;16;56,3;0;25;4;2;4;7,1;0
12/28/21;Armando Broja;Tue;Home;20;0;0;0;0;1;0;0;0;5;3;0;2;0;0;0;0;1;0;1;2;50;0;3;1;0;1;5,7;0
01/11/2022;Armando Broja;Tue;Home;77;1;0;0;0;1;1;0;0;20;9;0;0;2;0,4;0,4;0;1;0;5;11;45,5;1;13;4;3;5;7,4;1
01/15/22;Armando Broja;Sat;Away;77;0;0;0;0;1;1;0;0;17;7;0;0;0;0,1;0,1;0;0;0;6;11;54,5;0;11;3;0;0;5,4;0
01/22/22;Armando Broja;Sat;Home;90;0;0;0;0;2;0;0;0;30;20;1;0;0;0,7;0,7;0;1;0;11;20;55;1;18;3;1;3;6,6;0
02/09/2022;Armando Broja;Wed;Away;89;1;0;0;0;5;2;0;0;34;16;1;2;0;1,1;1,1;0;3;0;12;18;66,7;1;25;5;1;4;7,5;0
02/12/2022;Armando Broja;Sat;Away;90;0;0;0;0;3;1;0;0;41;16;0;0;1;0,3;0,3;0;3;0;14;24;58,3;0;28;9;4;5;6,9;0
02/19/22;Armando Broja;Sat;Home;82;0;0;0;0;4;2;0;0;37;18;0;0;1;0,4;0,4;0;1;0;12;19;63,2;1;23;6;1;2;6,8;0
02/25/22;Armando Broja;Fri;Home;80;0;0;0;0;3;1;0;0;32;14;0;0;0;0,3;0,3;0;3;0;19;26;73,1;2;21;2;0;1;7,4;0
03/05/2022;Armando Broja;Sat;Away;90;0;0;0;0;0;0;0;0;29;9;0;2;0;0;0;0;3;0;14;20;70;1;22;5;2;2;6,5;0
03/10/2022;Armando Broja;Thu;Home;72;0;0;0;0;2;1;0;0;21;8;0;0;0;0,2;0,2;0;1;0;7;11;63,6;0;15;1;1;2;6,2;0
03/13/22;Armando Broja;Sun;Home;44;0;0;0;0;0;0;0;0;13;2;0;0;0;0;0;0;0;0;7;9;77,8;0;9;1;0;0;5,7;0
04/02/2022;Armando Broja;Sat;Away;89;0;0;0;0;1;0;0;0;37;17;2;0;3;0,2;0,2;0;1;0;9;18;50;0;24;1;1;4;6;0
09/26/21;Shane Long;Sun;Home;17;0;0;0;0;1;0;0;0;8;3;1;0;0;0,3;0,3;0;0;0;1;4;25;0;3;0;0;1;6,6;0
12/15/21;Shane Long;Wed;Away;21;0;0;0;0;1;1;0;0;13;6;1;0;0;0;0;0;1;0;4;5;80;1;7;0;0;0;5,9;0
12/28/21;Shane Long;Tue;Home;70;0;0;0;0;0;0;0;0;23;27;2;0;1;0;0;0;0;0;9;16;56,3;1;10;0;0;0;6,7;0
02/09/2022;Shane Long;Wed;Away;3;0;0;0;0;0;0;0;0;8;3;0;0;0;0;0;0;0;0;3;6;50;1;7;0;2;2;0;0
02/19/22;Shane Long;Sat;Home;8;1;0;0;0;1;1;0;0;9;1;0;0;0;0,1;0,1;0;0;0;1;4;25;0;6;0;0;1;0;0
02/25/22;Shane Long;Fri;Home;8;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;2;2;100;0;2;0;0;0;0;0
03/10/2022;Shane Long;Thu;Home;12;0;0;0;0;0;0;0;0;4;2;2;0;0;0;0;0;0;0;1;1;100;0;2;0;0;0;6,1;0
03/13/22;Shane Long;Sun;Home;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;1;1;100;0;1;1;0;0;0;0
04/02/2022;Shane Long;Sat;Away;1;0;0;0;0;1;0;0;0;3;0;0;0;0;0,1;0,1;0;1;0;1;1;100;0;2;0;0;0;0;0
09/11/2021;Michael Olise;Sat;Home;5;0;0;0;0;0;0;0;0;9;3;0;0;0;0;0;0;1;1;7;7;100;0;8;1;0;0;0;0
09/18/21;Michael Olise;Sat;Away;9;0;0;0;0;0;0;0;0;7;3;1;0;0;0;0;0;0;0;5;5;100;0;5;1;1;1;0;0
10/03/2021;Michael Olise;Sun;Home;38;1;0;0;0;3;1;0;0;27;9;0;1;0;0,3;0,3;0,2;4;1;15;21;71,4;3;16;5;0;0;7,6;0
10/18/21;Michael Olise;Mon;Away;20;0;1;0;0;0;0;0;0;8;1;0;0;1;0;0;0,1;1;1;3;3;100;1;1;0;0;0;7;0
10/23/21;Michael Olise;Sat;Home;66;0;0;0;0;0;0;0;0;43;10;1;0;0;0;0;0,4;2;0;29;38;76,3;2;32;7;1;4;6,5;0
10/30/21;Michael Olise;Sat;Away;6;0;1;0;0;0;0;0;0;6;4;0;1;0;0;0;0,3;1;1;3;4;75;2;4;1;0;0;0;0
11/06/2021;Michael Olise;Sat;Home;11;0;0;0;0;0;0;1;0;8;7;2;0;0;0;0;0;1;0;2;4;50;1;6;4;0;0;6,4;0
11/20/21;Michael Olise;Sat;Away;33;0;0;0;0;2;1;1;0;29;10;0;0;1;0,1;0,1;0;0;0;18;24;75;1;21;4;1;2;6;0
11/27/21;Michael Olise;Sat;Home;86;0;0;0;0;0;0;0;0;80;26;0;2;1;0;0;0;2;0;53;67;79,1;9;55;16;1;3;5,8;0
11/30/21;Michael Olise;Tue;Away;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;3;33,3;0;1;0;0;0;0;0
12/05/2021;Michael Olise;Sun;Away;7;0;0;0;0;0;0;0;0;13;3;1;0;2;0;0;0;0;0;1;6;16,7;0;4;1;0;1;0;0
12/15/21;Michael Olise;Wed;Home;16;0;0;0;0;0;0;0;0;24;4;2;0;1;0;0;0;0;0;12;16;75;1;19;3;0;2;6,1;0
01/01/2022;Michael Olise;Sat;Home;23;1;1;0;0;1;1;0;0;15;6;0;0;0;0;0;0,4;2;1;10;14;71,4;0;13;3;0;1;8,2;0
01/14/22;Michael Olise;Fri;Away;80;0;0;0;0;0;0;0;0;44;14;2;2;1;0;0;0;1;0;26;33;78,8;3;36;5;4;5;7,6;0
01/23/22;Michael Olise;Sun;Home;90;0;0;0;0;2;2;0;0;58;15;1;1;2;0,4;0,4;0,5;3;0;29;45;64,4;3;44;11;2;2;7,6;0
02/09/2022;Michael Olise;Wed;Away;69;0;1;0;0;0;0;0;0;74;6;0;1;1;0;0;0,1;4;1;53;64;82,8;10;62;16;0;4;8;0
02/12/2022;Michael Olise;Sat;Away;14;0;0;0;0;0;0;0;0;11;2;0;0;0;0;0;0;0;0;6;9;66,7;1;7;1;0;0;6,1;0
02/19/22;Michael Olise;Sat;Home;90;0;0;0;0;1;0;1;0;61;14;0;0;0;0,2;0,2;0,3;2;0;39;50;78;6;41;7;1;2;6,9;0
02/23/22;Michael Olise;Wed;Away;72;0;0;0;0;1;1;0;0;53;15;4;1;3;0,1;0,1;0;0;0;26;35;74,3;5;39;5;3;6;7,3;0
02/26/22;Michael Olise;Sat;Home;90;0;1;0;0;4;1;0;0;74;20;2;1;1;0,2;0,2;0,4;4;1;38;59;64,4;6;61;11;3;4;8,3;0
03/05/2022;Michael Olise;Sat;Away;81;0;0;0;0;2;2;0;0;32;20;0;1;0;0,1;0,1;0,1;3;0;20;24;83,3;1;22;3;4;6;7,6;0
03/14/22;Michael Olise;Mon;Home;64;0;0;0;0;1;0;0;0;21;21;3;0;2;0,1;0,1;0,1;1;0;5;9;55,6;1;12;1;0;2;6,5;0
08/14/21;Jeffrey Schlupp;Sat;Away;56;0;0;0;0;1;0;0;0;25;6;1;1;0;0;0;0;0;0;13;15;86,7;0;18;0;1;2;6,2;0
